Item_Identifier;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales
FDY33;10;Low Fat;0.038653608;Fruits and Vegetables;245.4144;OUT013;1987;High;Tier 3;Supermarket Type1;7105.4176
FDZ48;19.1;Low Fat;0.038641968;Fruits and Vegetables;212.1586;OUT045;2002;;Tier 2;Supermarket Type1;5909.6408
FDY48;6.92;Low Fat;0.038610722;Dairy;61.4852;OUT018;2009;Medium;Tier 3;Supermarket Type2;1314.2892
FDK16;16.7;Regular;0.038606365;Snack Foods;146.5102;OUT045;2002;;Tier 2;Supermarket Type1;2770.3938
FDT16;13.35;Low Fat;0.038604817;Snack Foods;236.3564;OUT045;2002;;Tier 2;Supermarket Type1;2145.2076
FDC26;11.6;Low Fat;0.038597077;Dairy;57.9272;OUT045;2002;;Tier 2;Supermarket Type1;615.1992
DRJ47;16.7;Regular;0.03858813;Snack Foods;144.6102;OUT049;1999;Medium;Tier 1;Supermarket Type1;3353.6346
FDQ04;11.6;Low Fat;0.038578846;Dairy;56.1272;OUT049;1999;Medium;Tier 1;Supermarket Type1;671.1264
FDN40;12.35;Regular;0.038578501;Fruits and Vegetables;109.557;OUT045;2002;;Tier 2;Supermarket Type1;1757.712
FDS39;19.1;Low Fat;0.03856376;Fruits and Vegetables;209.2586;OUT046;1997;Small;Tier 1;Supermarket Type1;3165.879
FDC11;12.35;Regular;0.038560279;Fruits and Vegetables;109.857;OUT049;1999;Medium;Tier 1;Supermarket Type1;1208.427
FDQ39;9.105;Low Fat;0.038559926;Household;33.89;OUT045;2002;;Tier 2;Supermarket Type1;99.87
FDB33;;Low Fat;0.038549197;Hard Drinks;127.5362;OUT027;1985;Medium;Tier 3;Supermarket Type3;1006.6896
FDU27;6.92;Low Fat;0.038532062;Dairy;60.5852;OUT045;2002;;Tier 2;Supermarket Type1;1314.2892
FDM44;19.1;Low Fat;0.038531668;Fruits and Vegetables;210.6586;OUT013;1987;High;Tier 3;Supermarket Type1;5487.5236
FDT32;16.7;Regular;0.038528228;Snack Foods;143.9102;OUT046;1997;Small;Tier 1;Supermarket Type1;1749.7224
DRC13;13.35;Low Fat;0.038519399;Snack Foods;236.8564;OUT035;2004;Small;Tier 2;Supermarket Type1;5005.4844
NCO07;11.6;LF;0.038511676;Dairy;57.7272;OUT035;2004;Small;Tier 2;Supermarket Type1;503.3448
FDJ16;12.35;Regular;0.038500421;Fruits and Vegetables;110.757;OUT046;1997;Small;Tier 1;Supermarket Type1;1208.427
FDB22;16.7;Regular;0.038496166;Snack Foods;147.5102;OUT013;1987;High;Tier 3;Supermarket Type1;5540.7876
NCS30;13.35;Low Fat;0.038494623;Snack Foods;240.2564;OUT013;1987;High;Tier 3;Supermarket Type1;2860.2768
FDQ59;7.22;Regular;0.038477325;Baking Goods;62.951;OUT018;2009;Medium;Tier 3;Supermarket Type2;1138.518
FDI38;15.3;Low Fat;0.038460297;Household;104.0332;OUT010;1998;;Tier 3;Grocery Store;205.0664
FDR52;6.92;Low Fat;0.038454076;Dairy;61.5852;OUT046;1997;Small;Tier 1;Supermarket Type1;813.6076
FDT15;6.92;Low Fat;0.038446805;Dairy;63.5852;OUT035;2004;Small;Tier 2;Supermarket Type1;751.0224
FDR52;6.92;Low Fat;0.038422076;Dairy;62.5852;OUT013;1987;High;Tier 3;Supermarket Type1;438.0964
FDS60;7.22;Regular;0.038398937;Baking Goods;61.951;OUT045;2002;;Tier 2;Supermarket Type1;1518.024
FDK52;7.22;Regular;0.0383808;Baking Goods;62.351;OUT049;1999;Medium;Tier 1;Supermarket Type1;885.514
FDA04;;LF;0.038377013;Fruits and Vegetables;211.5586;OUT027;1985;Medium;Tier 3;Supermarket Type3;4432.2306
NCQ53;8.3;Regular;0.038367194;Dairy;87.1198;OUT018;2009;Medium;Tier 3;Supermarket Type2;959.4178
FDN28;6.905;Regular;0.038363204;Dairy;98.1726;OUT017;2007;;Tier 2;Supermarket Type1;587.2356
FDU12;;Regular;0.038341654;Snack Foods;146.2102;OUT027;1985;Medium;Tier 3;Supermarket Type3;4228.4958
FDT03;;Low Fat;0.038340116;Snack Foods;240.1564;OUT027;1985;Medium;Tier 3;Supermarket Type3;7150.692
FDY57;7.22;Regular;0.03832122;Baking Goods;61.851;OUT046;1997;Small;Tier 1;Supermarket Type1;822.263
FDH56;;Regular;0.038313981;Fruits and Vegetables;109.957;OUT027;1985;Medium;Tier 3;Supermarket Type3;4504.137
DRM23;6.85;Low Fat;0.03830192;Frozen Foods;261.2594;OUT010;1998;;Tier 3;Grocery Store;1046.6376
FDZ07;7.22;Regular;0.03828933;Baking Goods;64.751;OUT013;1987;High;Tier 3;Supermarket Type1;126.502
FDK40;7.785;Regular;0.038288087;Fruits and Vegetables;103.1964;OUT018;2009;Medium;Tier 3;Supermarket Type2;736.3748
FDU04;11.8;Low Fat;0.038235337;Health and Hygiene;177.5686;OUT010;1998;;Tier 3;Grocery Store;711.0744
DRL37;6.905;Regular;0.03822479;Dairy;99.8726;OUT045;2002;;Tier 2;Supermarket Type1;587.2356
FDT26;8.3;Regular;0.038211537;Dairy;87.7198;OUT046;1997;Small;Tier 1;Supermarket Type1;1569.9564
FDT24;7.785;Regular;0.038210084;Fruits and Vegetables;103.8964;OUT045;2002;;Tier 2;Supermarket Type1;946.7676
FDX57;8.3;Regular;0.038204311;Dairy;87.7198;OUT035;2004;Small;Tier 2;Supermarket Type1;1831.6158
FDA55;9.31;Low Fat;0.038169783;Frozen Foods;64.551;OUT017;2007;;Tier 2;Supermarket Type1;1581.275
NCN05;13.15;Regular;0.038167453;Snack Foods;89.4856;OUT017;2007;;Tier 2;Supermarket Type1;1230.3984
FDR58;14.15;Low Fat;0.038123176;Starchy Foods;123.5046;OUT017;2007;;Tier 2;Supermarket Type1;1992.0736
FDX47;11;Low Fat;0.038109194;Health and Hygiene;40.948;OUT017;2007;;Tier 2;Supermarket Type1;479.376
NCH54;13.15;Regular;0.03810738;Snack Foods;86.3856;OUT018;2009;Medium;Tier 3;Supermarket Type2;615.1992
NCH42;17.75;Regular;0.038102203;Baking Goods;154.0656;OUT017;2007;;Tier 2;Supermarket Type1;1390.1904
FDH56;15.7;Regular;0.038078899;Frozen Foods;122.9046;OUT017;2007;;Tier 2;Supermarket Type1;1992.0736
FDQ48;17.75;Regular;0.038042233;Baking Goods;154.2656;OUT018;2009;Medium;Tier 3;Supermarket Type2;3398.2432
FDN20;17.85;Low Fat;0.038040837;Soft Drinks;189.1188;OUT017;2007;;Tier 2;Supermarket Type1;3237.1196
FDA15;9.31;Low Fat;0.038032068;Frozen Foods;61.351;OUT045;2002;;Tier 2;Supermarket Type1;822.263
FDS48;13.15;Regular;0.038029746;Snack Foods;88.6856;OUT045;2002;;Tier 2;Supermarket Type1;1757.712
FDW02;9.31;Low Fat;0.038014104;Frozen Foods;62.351;OUT049;1999;Medium;Tier 1;Supermarket Type1;822.263
FDN03;13.15;Regular;0.038011783;Snack Foods;89.6856;OUT049;1999;Medium;Tier 1;Supermarket Type1;703.0848
FDF57;10;Regular;0.037977917;Snack Foods;128.6994;OUT017;2007;;Tier 2;Supermarket Type1;642.497
DRM37;11;Low Fat;0.037971697;Health and Hygiene;38.948;OUT045;2002;;Tier 2;Supermarket Type1;519.324
NCD54;14.15;Low Fat;0.037967687;Starchy Foods;125.6046;OUT049;1999;Medium;Tier 1;Supermarket Type1;1618.5598
NCQ42;;Regular;0.037962696;Dairy;97.5726;OUT027;1985;Medium;Tier 3;Supermarket Type3;978.726
FDW49;12.15;Low Fat;0.037955309;Meat;62.8826;OUT049;1999;Medium;Tier 1;Supermarket Type1;710.4086
DRI03;9.31;Low Fat;0.037955094;Frozen Foods;62.151;OUT046;1997;Small;Tier 1;Supermarket Type1;1201.769
FDD14;11;Low Fat;0.037953762;Health and Hygiene;38.448;OUT049;1999;Medium;Tier 1;Supermarket Type1;1198.44
FDN02;13.15;Regular;0.037952777;Snack Foods;89.5856;OUT046;1997;Small;Tier 1;Supermarket Type1;1494.0552
FDQ45;9.31;low fat;0.037923509;Frozen Foods;61.651;OUT013;1987;High;Tier 3;Supermarket Type1;379.506
FDX56;10;Regular;0.037918142;Snack Foods;129.6994;OUT018;2009;Medium;Tier 3;Supermarket Type2;1413.4934
FDE51;14.15;Low Fat;0.037901581;Starchy Foods;126.3046;OUT035;2004;Small;Tier 2;Supermarket Type1;2614.5966
FDT47;15.6;Low Fat;0.037901015;Snack Foods;124.1704;OUT017;2007;;Tier 2;Supermarket Type1;1877.556
FDM22;12.15;Low Fat;0.037889224;Meat;64.7826;OUT035;2004;Small;Tier 2;Supermarket Type1;904.1564
FDB27;17.85;Low Fat;0.037885683;Soft Drinks;190.4188;OUT049;1999;Medium;Tier 1;Supermarket Type1;952.094
FDE02;14.15;low fat;0.037877202;Starchy Foods;124.0046;OUT013;1987;High;Tier 3;Supermarket Type1;1618.5598
FDD38;12.15;Low Fat;0.037864854;Meat;63.0826;OUT013;1987;High;Tier 3;Supermarket Type1;322.913
FDF34;15.7;Regular;0.037864721;Frozen Foods;124.1046;OUT046;1997;Small;Tier 1;Supermarket Type1;1120.5414
FDP15;11;Low Fat;0.03786331;Health and Hygiene;40.948;OUT013;1987;High;Tier 3;Supermarket Type1;319.584
NCI29;4.805;Regular;0.037852995;Dairy;126.2704;OUT018;2009;Medium;Tier 3;Supermarket Type2;3629.9416
FDU27;7.445;Low Fat;0.037845086;Baking Goods;75.5354;OUT017;2007;;Tier 2;Supermarket Type1;1956.1204
NCD55;15.6;Low Fat;0.037841362;Snack Foods;125.2704;OUT018;2009;Medium;Tier 3;Supermarket Type2;2628.5784
FDU37;18.7;Low Fat;0.037835765;Fruits and Vegetables;111.1886;OUT017;2007;;Tier 2;Supermarket Type1;2334.9606
FDA01;;Low Fat;0.037829469;Health and Hygiene;151.0708;OUT019;1985;Small;Tier 1;Grocery Store;451.4124
FDS13;17.85;Low Fat;0.037826873;Soft Drinks;189.7188;OUT046;1997;Small;Tier 1;Supermarket Type1;2285.0256
FDK55;;Low Fat;0.037824735;Fruits and Vegetables;109.7228;OUT019;1985;Small;Tier 1;Grocery Store;331.5684
FDR36;17.85;Low Fat;0.03781972;Soft Drinks;191.6188;OUT035;2004;Small;Tier 2;Supermarket Type1;2475.4444
DRK49;11.6;Low Fat;0.037793818;Health and Hygiene;99.3042;OUT017;2007;;Tier 2;Supermarket Type1;2281.6966
DRM23;13.1;Low Fat;0.037793818;Fruits and Vegetables;173.8054;OUT017;2007;;Tier 2;Supermarket Type1;2801.6864
FDH47;11.5;Regular;0.037782943;Snack Foods;106.6254;OUT017;2007;;Tier 2;Supermarket Type1;325.5762
FDZ21;7.075;Low Fat;0.03777249;Frozen Foods;98.0068;OUT010;1998;;Tier 3;Grocery Store;291.6204
FDI57;;Regular;0.037768989;Snack Foods;88.5856;OUT027;1985;Medium;Tier 3;Supermarket Type3;1845.5976
FDK26;10;Regular;0.037764307;Snack Foods;127.2994;OUT046;1997;Small;Tier 1;Supermarket Type1;642.497
FDQ36;15.6;Low Fat;0.037764269;Snack Foods;124.9704;OUT045;2002;;Tier 2;Supermarket Type1;2253.0672
FDJ58;10;Regular;0.037757166;Snack Foods;126.7994;OUT035;2004;Small;Tier 2;Supermarket Type1;1284.994
FDD45;14;Regular;0.037734782;Frozen Foods;166.4526;OUT017;2007;;Tier 2;Supermarket Type1;4769.1254
FDG50;13.1;Low Fat;0.037734334;Fruits and Vegetables;173.9054;OUT018;2009;Medium;Tier 3;Supermarket Type2;3677.2134
FDO36;11.6;Low Fat;0.037734334;Health and Hygiene;98.1042;OUT018;2009;Medium;Tier 3;Supermarket Type2;2678.5134
NCW42;10;Regular;0.03773288;Snack Foods;128.2994;OUT013;1987;High;Tier 3;Supermarket Type1;1413.4934
NCH18;11.5;Regular;0.037723476;Snack Foods;109.5254;OUT018;2009;Medium;Tier 3;Supermarket Type2;1953.4572
FDY59;;Low Fat;0.037712875;Meat;64.4826;OUT027;1985;Medium;Tier 3;Supermarket Type3;2518.7214
NCO42;;Low Fat;0.037711338;Health and Hygiene;41.548;OUT027;1985;Medium;Tier 3;Supermarket Type3;1358.232
FDM45;7.445;Low Fat;0.037708542;Baking Goods;74.7354;OUT045;2002;;Tier 2;Supermarket Type1;1128.531
NCV29;4.805;Regular;0.037699423;Dairy;125.5704;OUT046;1997;Small;Tier 1;Supermarket Type1;3880.2824
FDT08;18.7;Low Fat;0.037699254;Fruits and Vegetables;110.2886;OUT045;2002;;Tier 2;Supermarket Type1;2223.772
NCQ43;7.445;Low Fat;0.037690731;Baking Goods;73.3354;OUT049;1999;Medium;Tier 1;Supermarket Type1;451.4124
NCA54;18.7;Low Fat;0.037681448;Fruits and Vegetables;111.0886;OUT049;1999;Medium;Tier 1;Supermarket Type1;222.3772
FDW55;;Regular;0.037681359;Frozen Foods;125.1046;OUT027;1985;Medium;Tier 3;Supermarket Type3;3859.6426
FDI10;15.6;Low Fat;0.037680711;Snack Foods;123.7704;OUT035;2004;Small;Tier 2;Supermarket Type1;3129.26
NCS53;4.805;Regular;0.037668051;Dairy;126.7704;OUT013;1987;High;Tier 3;Supermarket Type1;2628.5784
FDZ35;13.1;Low Fat;0.037657459;Fruits and Vegetables;175.8054;OUT045;2002;;Tier 2;Supermarket Type1;2801.6864
FDF10;11.5;Regular;0.037646623;Snack Foods;107.5254;OUT045;2002;;Tier 2;Supermarket Type1;325.5762
FDO38;13.1;Low Fat;0.037639672;Fruits and Vegetables;175.6054;OUT049;1999;Medium;Tier 1;Supermarket Type1;1050.6324
FDY45;11.6;Low Fat;0.037639672;Health and Hygiene;98.4042;OUT049;1999;Medium;Tier 1;Supermarket Type1;1388.8588
FDC40;18.7;Low Fat;0.037622954;Fruits and Vegetables;110.7886;OUT046;1997;Small;Tier 1;Supermarket Type1;1334.2632
NCO54;18.7;Low Fat;0.03761584;Fruits and Vegetables;109.1886;OUT035;2004;Small;Tier 2;Supermarket Type1;1890.2062
FDQ14;13.1;Low Fat;0.037581243;Fruits and Vegetables;175.5054;OUT046;1997;Small;Tier 1;Supermarket Type1;2451.4756
FDM10;11.6;Low Fat;0.037581243;Health and Hygiene;98.9042;OUT046;1997;Small;Tier 1;Supermarket Type1;1488.063
DRK23;14;Regular;0.037580877;Frozen Foods;162.6526;OUT049;1999;Medium;Tier 1;Supermarket Type1;4275.7676
NCR17;13.1;Low Fat;0.037574137;Fruits and Vegetables;174.2054;OUT035;2004;Small;Tier 2;Supermarket Type1;3677.2134
FDG31;11.6;Low Fat;0.037574137;Health and Hygiene;100.0042;OUT035;2004;Small;Tier 2;Supermarket Type1;2976.126
FDH02;6.8;Low Fat;0.037573095;Baking Goods;50.2034;OUT045;2002;;Tier 2;Supermarket Type1;1166.4816
DRH37;;Regular;0.037569401;Fruits and Vegetables;120.7098;OUT019;1985;Small;Tier 1;Grocery Store;361.5294
DRC36;11.5;Regular;0.037563325;Snack Foods;109.5254;OUT035;2004;Small;Tier 2;Supermarket Type1;1627.881
FDB56;20.85;Low Fat;0.037556341;Frozen Foods;195.3478;OUT018;2009;Medium;Tier 3;Supermarket Type2;1937.478
NCK54;6.8;Low Fat;0.037555348;Baking Goods;49.6034;OUT049;1999;Medium;Tier 1;Supermarket Type1;972.068
NCQ17;13.1;LF;0.037549969;Fruits and Vegetables;176.1054;OUT013;1987;High;Tier 3;Supermarket Type1;4027.4242
FDM13;11.6;Low Fat;0.037549969;Health and Hygiene;101.2042;OUT013;1987;High;Tier 3;Supermarket Type1;2281.6966
FDT44;11.5;Regular;0.037539164;Snack Foods;106.9254;OUT013;1987;High;Tier 3;Supermarket Type1;3038.7112
FDO28;;Regular;0.037516862;Dairy;124.3704;OUT027;1985;Medium;Tier 3;Supermarket Type3;3004.0896
NCK07;;Low Fat;0.037505332;Snack Foods;126.2704;OUT027;1985;Medium;Tier 3;Supermarket Type3;4255.7936
NCP05;6.8;Low Fat;0.03749705;Baking Goods;49.9034;OUT046;1997;Small;Tier 1;Supermarket Type1;194.4136
FDX11;18.1;Low Fat;0.037492325;Fruits and Vegetables;95.5094;OUT010;1998;;Tier 3;Grocery Store;95.2094
FDS52;14;Regular;0.037491314;Frozen Foods;164.2526;OUT013;1987;High;Tier 3;Supermarket Type1;1808.9786
FDB14;6.8;Low Fat;0.03748996;Baking Goods;48.6034;OUT035;2004;Small;Tier 2;Supermarket Type1;291.6204
NCY06;20.85;Low Fat;0.03747983;Frozen Foods;192.7478;OUT045;2002;;Tier 2;Supermarket Type1;2131.2258
FDS45;6.8;Low Fat;0.037465846;Baking Goods;47.5034;OUT013;1987;High;Tier 3;Supermarket Type1;534.6374
DRF23;5.175;Low Fat;0.037457098;Canned;83.4224;OUT049;1999;Medium;Tier 1;Supermarket Type1;1448.7808
FDD33;;Low Fat;0.037449987;Baking Goods;76.7354;OUT027;1985;Medium;Tier 3;Supermarket Type3;2783.7098
NCA53;20.85;Low Fat;0.037403973;Frozen Foods;192.5478;OUT046;1997;Small;Tier 1;Supermarket Type1;2906.217
FDC46;5.175;Low Fat;0.037398953;Canned;84.2224;OUT046;1997;Small;Tier 1;Supermarket Type1;852.224
NCW41;20.85;Low Fat;0.037396901;Frozen Foods;193.8478;OUT035;2004;Small;Tier 2;Supermarket Type1;2712.4692
FDZ39;17.25;Low Fat;0.037396492;Soft Drinks;165.6526;OUT017;2007;;Tier 2;Supermarket Type1;1808.9786
FDE51;5.175;Low Fat;0.037391881;Canned;83.2224;OUT035;2004;Small;Tier 2;Supermarket Type1;1789.6704
FDG32;;Regular;0.037388493;Snack Foods;107.8254;OUT027;1985;Medium;Tier 3;Supermarket Type3;1410.8302
NCK07;15.7;LF;0.037383778;Soft Drinks;179.7634;OUT018;2009;Medium;Tier 3;Supermarket Type2;1817.634
NCQ41;20.85;Low Fat;0.037372847;Frozen Foods;192.7478;OUT013;1987;High;Tier 3;Supermarket Type1;3099.9648
FDL36;5.175;LF;0.03736783;Canned;86.9224;OUT013;1987;High;Tier 3;Supermarket Type1;255.6672
FDQ26;;Low Fat;0.037345714;Fruits and Vegetables;106.5306;OUT019;1985;Small;Tier 1;Grocery Store;104.5306
FDR02;;Regular;0.037340835;Frozen Foods;163.1526;OUT027;1985;Medium;Tier 3;Supermarket Type3;3946.8624
FDV59;17.25;Low Fat;0.037337632;Soft Drinks;163.7526;OUT018;2009;Medium;Tier 3;Supermarket Type2;3289.052
FDZ33;;low fat;0.037315469;Baking Goods;50.0034;OUT027;1985;Medium;Tier 3;Supermarket Type3;1992.7394
NCT41;15.7;Low Fat;0.037289996;Soft Drinks;182.7634;OUT049;1999;Medium;Tier 1;Supermarket Type1;3453.5046
FDB17;15.7;Low Fat;0.03723211;Soft Drinks;183.1634;OUT046;1997;Small;Tier 1;Supermarket Type1;5634.6654
FDN44;15.7;Low Fat;0.03722507;Soft Drinks;182.4634;OUT035;2004;Small;Tier 2;Supermarket Type1;1999.3974
FDE45;;Low Fat;0.037217847;Canned;86.8224;OUT027;1985;Medium;Tier 3;Supermarket Type3;1448.7808
FDG47;15.7;Low Fat;0.037201127;Soft Drinks;181.7634;OUT013;1987;High;Tier 3;Supermarket Type1;2544.6876
NCP02;17.25;Low Fat;0.03717912;Soft Drinks;162.5526;OUT035;2004;Small;Tier 2;Supermarket Type1;5920.2936
FDW02;;Low Fat;0.037160705;Hard Drinks;54.2298;OUT019;1985;Small;Tier 1;Grocery Store;161.7894
NCM53;17.25;Low Fat;0.037155206;Soft Drinks;166.4526;OUT013;1987;High;Tier 3;Supermarket Type1;3782.4098
FDD47;12.3;low fat;0.037148619;Snack Foods;116.8834;OUT017;2007;;Tier 2;Supermarket Type1;2649.2182
FDE28;;low fat;0.037131628;Canned;216.4824;OUT019;1985;Small;Tier 1;Grocery Store;218.3824
FDV12;6.69;Regular;0.037060755;Meat;176.837;OUT018;2009;Medium;Tier 3;Supermarket Type2;1411.496
FDE36;10.395;Regular;0.037033223;Meat;227.9352;OUT018;2009;Medium;Tier 3;Supermarket Type2;4809.7392
FDU45;12.3;Low Fat;0.037014587;Snack Foods;115.1834;OUT045;2002;;Tier 2;Supermarket Type1;1958.1178
FDP28;;Low Fat;0.037006076;Soft Drinks;164.7526;OUT027;1985;Medium;Tier 3;Supermarket Type3;4111.315
FDH33;12.3;Low Fat;0.036997104;Snack Foods;115.9834;OUT049;1999;Medium;Tier 1;Supermarket Type1;2073.3012
FDO44;10.395;Regular;0.036957777;Meat;230.5352;OUT045;2002;;Tier 2;Supermarket Type1;4580.704
FDR07;12.3;Low Fat;0.036939673;Snack Foods;113.1834;OUT046;1997;Small;Tier 1;Supermarket Type1;3109.9518
FDJ45;16.7;Low Fat;0.036933417;Dairy;109.1886;OUT010;1998;;Tier 3;Grocery Store;222.3772
FDS59;9.5;Regular;0.036921781;Meat;194.2452;OUT010;1998;;Tier 3;Grocery Store;782.9808
FDU34;6.69;Regular;0.036910398;Meat;175.037;OUT046;1997;Small;Tier 1;Supermarket Type1;2117.244
NCL06;12.3;Low Fat;0.036908933;Snack Foods;115.9834;OUT013;1987;High;Tier 3;Supermarket Type1;2073.3012
FDR37;6.69;Regular;0.036903419;Meat;175.137;OUT035;2004;Small;Tier 2;Supermarket Type1;1235.059
NCM53;13.15;Low Fat;0.036879539;Frozen Foods;181.3976;OUT017;2007;;Tier 2;Supermarket Type1;3078.6592
DRG25;12.6;Regular;0.036773101;Fruits and Vegetables;250.3092;OUT010;1998;;Tier 3;Grocery Store;249.0092
DRE25;13.15;Low Fat;0.036746479;Frozen Foods;181.2976;OUT045;2002;;Tier 2;Supermarket Type1;3259.7568
FDZ45;6.86;Low Fat;0.03674399;Household;231.201;OUT017;2007;;Tier 2;Supermarket Type1;6201.927
NCV53;;Regular;0.036731658;Meat;177.237;OUT027;1985;Medium;Tier 3;Supermarket Type3;4763.799
FDR55;13.15;Low Fat;0.036729122;Frozen Foods;179.7976;OUT049;1999;Medium;Tier 1;Supermarket Type1;2535.3664
FDS47;16.5;Low Fat;0.036715907;Household;180.0318;OUT045;2002;;Tier 2;Supermarket Type1;3969.4996
DRG27;;Regular;0.03670437;Meat;228.1352;OUT027;1985;Medium;Tier 3;Supermarket Type3;9390.4432
FDA02;6.86;Low Fat;0.036686158;Household;229.601;OUT018;2009;Medium;Tier 3;Supermarket Type2;2526.711
FDF45;13.15;Low Fat;0.036672107;Frozen Foods;182.5976;OUT046;1997;Small;Tier 1;Supermarket Type1;4165.2448
FDZ58;16.5;Low Fat;0.036641597;Household;178.7318;OUT046;1997;Small;Tier 1;Supermarket Type1;1263.0226
NCH30;13.15;Low Fat;0.036641589;Frozen Foods;180.7976;OUT013;1987;High;Tier 3;Supermarket Type1;6157.3184
FDN03;16.5;Low Fat;0.036611104;Household;180.9318;OUT013;1987;High;Tier 3;Supermarket Type1;3247.7724
FDH12;16.85;low fat;0.036596012;Snack Foods;90.6488;OUT017;2007;;Tier 2;Supermarket Type1;633.8416
NCH54;12.3;Low Fat;0.036590807;Frozen Foods;193.3162;OUT010;1998;;Tier 3;Grocery Store;192.4162
DRH01;;Regular;0.036551446;Snack Foods;62.7194;OUT019;1985;Small;Tier 1;Grocery Store;123.8388
FDX01;6.86;Low Fat;0.036530411;Household;227.801;OUT035;2004;Small;Tier 2;Supermarket Type1;3904.917
FDD34;;Low Fat;0.036494521;Frozen Foods;179.0976;OUT027;1985;Medium;Tier 3;Supermarket Type3;5976.2208
FDC53;9.6;Low Fat;0.036490369;Fruits and Vegetables;140.8154;OUT017;2007;;Tier 2;Supermarket Type1;1843.6002
FDO28;20.25;Low Fat;0.036474041;Dairy;218.3482;OUT018;2009;Medium;Tier 3;Supermarket Type2;2409.5302
DRJ51;16.85;Low Fat;0.036463975;Snack Foods;90.7488;OUT045;2002;;Tier 2;Supermarket Type1;543.2928
FDD14;16.85;Low Fat;0.036446751;Snack Foods;90.3488;OUT049;1999;Medium;Tier 1;Supermarket Type1;996.0368
FDW35;7.5;Low Fat;0.036439878;Health and Hygiene;175.3028;OUT017;2007;;Tier 2;Supermarket Type1;3010.7476
NCH18;20.25;Low Fat;0.036399734;Dairy;219.3482;OUT045;2002;;Tier 2;Supermarket Type1;8323.8316
FDK20;16.85;Low Fat;0.036390174;Snack Foods;91.4488;OUT046;1997;Small;Tier 1;Supermarket Type1;2082.6224
FDY47;16.85;Low Fat;0.036383293;Snack Foods;91.0488;OUT035;2004;Small;Tier 2;Supermarket Type1;1086.5856
FDG32;7.5;Low Fat;0.036382524;Health and Hygiene;177.9028;OUT018;2009;Medium;Tier 3;Supermarket Type2;1416.8224
FDC20;12.15;Low Fat;0.036360676;Breads;166.0184;OUT010;1998;;Tier 3;Grocery Store;330.2368
NCS29;;Low Fat;0.036360386;Household;231.601;OUT027;1985;Medium;Tier 3;Supermarket Type3;7580.133
FDG53;16.85;Low Fat;0.036359891;Snack Foods;90.7488;OUT013;1987;High;Tier 3;Supermarket Type1;2263.72
FDV26;20.5;Low Fat;0.036353098;Frozen Foods;75.8696;OUT046;1997;Small;Tier 1;Supermarket Type1;2386.2272
FDE40;20.5;Low Fat;0.036346224;Frozen Foods;72.9696;OUT035;2004;Small;Tier 2;Supermarket Type1;596.5568
FDM02;20.5;Low Fat;0.036344721;Fruits and Vegetables;122.3756;OUT017;2007;;Tier 2;Supermarket Type1;2544.6876
FDU11;9.6;Low Fat;0.036341539;Fruits and Vegetables;142.9154;OUT049;1999;Medium;Tier 1;Supermarket Type1;3261.7542
FDB51;20.25;Low Fat;0.036326064;Dairy;220.1482;OUT046;1997;Small;Tier 1;Supermarket Type1;3066.6748
FDQ03;20.25;Low Fat;0.036319195;Dairy;219.3482;OUT035;2004;Small;Tier 2;Supermarket Type1;5038.1086
DRK35;7.5;Low Fat;0.036308404;Health and Hygiene;175.4028;OUT045;2002;;Tier 2;Supermarket Type1;2833.6448
FDZ32;20.25;Low Fat;0.036295834;Dairy;217.5482;OUT013;1987;High;Tier 3;Supermarket Type1;1095.241
FDU38;20.5;Low Fat;0.036287517;Fruits and Vegetables;121.2756;OUT018;2009;Medium;Tier 3;Supermarket Type2;2181.1608
DRM11;;Low Fat;0.03627089;Breads;85.9566;OUT019;1985;Small;Tier 1;Grocery Store;169.1132
FDS36;9.6;Low Fat;0.03625493;Fruits and Vegetables;141.0154;OUT013;1987;High;Tier 3;Supermarket Type1;2694.4926
FDO52;18.85;Low Fat;0.036241797;Meat;57.3562;OUT017;2007;;Tier 2;Supermarket Type1;1007.3554
FDA04;7.5;Low Fat;0.036234918;Health and Hygiene;175.3028;OUT046;1997;Small;Tier 1;Supermarket Type1;3896.2616
NCE31;11.1;Regular;0.03623131;Frozen Foods;175.0712;OUT017;2007;;Tier 2;Supermarket Type1;3339.6528
